Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
)	)	PUNCT	
.	.	PUNCT	
Еще	еще	ADV	pos
один	один	NUM	nom,masc
проект	проект	NOUN	inan,nom,masc,sing
,	,	PUNCT	
который	который	PRON	nom
мне	я	PRON	dat,sing,1
очень	очень	ADV	pos
импонирует	импонировать	VERB	imp,ind,sing,3,pres,fin,act
-	-	PUNCT	
это	это	PRON	
наше	наш	DET	nom,neut,sing
сотрудничество	сотрудничество	NOUN	inan,nom,neut,sing
со	с	ADP	
Школой	школа	NOUN	inan,ins,fem,sing
изящных	изящный	ADJ	gen,pos,plur
искусств	искусство	NOUN	inan,gen,neut,plur
Фаберже	Фаберж	ADV	cmp
:	:	PUNCT	
для	для	ADP	
абитуриентов	абитуриент	NOUN	anim,gen,masc,plur
,	,	PUNCT	
которые	который	PRON	nom
в	в	ADP	
будущем	будущее	NOUN	inan,loc,neut,sing
создадут	создать	VERB	perf,ind,plur,3,fut,fin,act
свой	свой	DET	acc,masc,sing
бизнес	бизнес	NOUN	inan,acc,masc,sing
,	,	PUNCT	
став	стать	VERB	perf,past,conv,mid
ювелирами	ювелир	NOUN	anim,ins,masc,plur
,	,	PUNCT	
дизайнерами	дизайнер	NOUN	anim,ins,masc,plur
одежды	одежда	NOUN	inan,gen,fem,sing
,	,	PUNCT	
художниками	художник	NOUN	anim,ins,masc,plur
,	,	PUNCT	
мы	мы	PRON	nom,plur,1
также	также	ADV	pos
основали	основать	VERB	imp,ind,plur,past,fin,act
компьютерный	компьютерный	ADJ	inan,acc,pos,masc,sing
класс	класс	NOUN	inan,acc,masc,sing
,	,	PUNCT	
где	где	ADV	pos
они	они	PRON	nom,plur,3
изучают	изучать	VERB	imp,ind,plur,3,pres,fin,act
,	,	PUNCT	
чем	что	PRON	ins
им	они	PRON	dat,plur,3
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
быть	быть	AUX	imp,inf,act
полезны	полезный	ADJ	pos,plur,short
информационные	информационный	ADJ	nom,pos,plur
технологии	технология	NOUN	inan,nom,fem,plur
.	.	PUNCT	
АСУ	Ас	VERB	perf,ind,sing,1,fut,fin,act
госзакупками	госзакупка	NOUN	inan,ins,fem,plur
региона	регион	NOUN	inan,gen,masc,sing
разработана	разработать	VERB	perf,fem,sing,past,short,part,pass
на	на	ADP	
основе	основа	NOUN	inan,loc,fem,sing
электронного	электронный	ADJ	gen,pos,neut,sing
решения	решение	NOUN	inan,gen,neut,sing
компании	компания	NOUN	inan,gen,fem,sing
"	"	PUNCT	
НОРБИТ	Норбита	NOUN	inan,nom,masc,sing
"	"	PUNCT	
-	-	PUNCT	
"	"	PUNCT	
ГосЗаказ	госзаказ	PROPN	
"	"	PUNCT	
v.3.0	v.3.0	ADJ	inan,acc,pos,plur
и	и	CCONJ	
функционально	функционально	ADV	pos
охватывает	охватывать	VERB	imp,ind,sing,3,pres,fin,act
комплексное	комплексный	ADJ	acc,pos,neut,sing
управление	управление	NOUN	inan,acc,neut,sing
процессом	процесс	NOUN	inan,ins,masc,sing
размещения	размещение	NOUN	inan,gen,neut,sing
государственных	государственный	ADJ	gen,pos,plur
заказов	заказ	NOUN	inan,gen,masc,plur
.	.	PUNCT	
Компания	компания	NOUN	inan,nom,fem,sing
"	"	PUNCT	
АйТи	Айти	NOUN	inan,nom,fem,plur
"	"	PUNCT	
по	по	ADP	
запросу	запрос	NOUN	inan,dat,masc,sing
руководства	руководство	NOUN	inan,gen,neut,sing
ВолГУ	Волга	PROPN	anim,dat,masc,sing
предоставила	предоставить	VERB	perf,fem,ind,sing,past,fin,act
университету	университет	NOUN	inan,dat,masc,sing
полнофункциональную	полнофункциональный	ADJ	acc,pos,fem,sing
версию	версия	NOUN	inan,acc,fem,sing
системы	система	NOUN	inan,gen,fem,sing
"	"	PUNCT	
БОСС-	Босс-	NOUN	inan,gen,fem,sing
Референт	Референт	PROPN	inan,nom,masc,sing
"	"	PUNCT	
.	.	PUNCT	
ЭЦП	Эцп	NOUN	inan,nom,masc,sing
тормозит	тормозить	VERB	imp,ind,sing,3,pres,fin,act
ЭДО	Эд	ADP	
Резюмируя	Резюмируя	VERB	imp,pres,conv,act
обсуждения	обсуждение	NOUN	inan,acc,neut,plur
в	в	ADP	
данной	данный	ADJ	loc,pos,fem,sing
секции	секция	NOUN	inan,loc,fem,sing
,	,	PUNCT	
можно	можно	ADV	pos
сказать	сказать	VERB	perf,inf,act
,	,	PUNCT	
что	что	SCONJ	
новых	новый	ADJ	gen,pos,plur
проблем	проблема	NOUN	inan,gen,fem,plur
за	за	ADP	
последний	последний	ADJ	inan,acc,pos,masc,sing
год	год	NOUN	inan,acc,masc,sing
не	не	PART	
появилось	появиться	VERB	perf,neut,ind,sing,past,fin,mid
,	,	PUNCT	
старые	старый	ADJ	nom,pos,plur
же	же	PART	
,	,	PUNCT	
например	например	ADV	pos
,	,	PUNCT	
несовершенство	несовершенство	NOUN	inan,nom,neut,sing
нормативной	нормативный	ADJ	gen,pos,fem,sing
базы	база	NOUN	inan,gen,fem,sing
,	,	PUNCT	
определяющей	определять	VERB	imp,gen,fem,sing,pres,part,act
функционирование	функционирование	NOUN	inan,acc,neut,sing
удостоверяющих	удостоверять	VERB	imp,gen,plur,pres,part,act
центров	центр	NOUN	inan,gen,masc,plur
,	,	PUNCT	
решаются	решаться	VERB	imp,ind,plur,3,pres,fin,mid
чрезвычайно	чрезвычайно	ADV	pos
медленно	медленно	ADV	pos
.	.	PUNCT	
Вечные	вечный	ADJ	nom,pos,plur
барьеры	барьер	NOUN	inan,nom,masc,plur
Наиболее	наиболее	ADV	pos
заметный	заметный	ADJ	nom,pos,masc,sing
прогресс	прогресс	NOUN	inan,nom,masc,sing
наблюдается	наблюдать	VERB	imp,ind,sing,3,pres,fin,pass
там	там	ADV	pos
,	,	PUNCT	
где	где	ADV	pos
бизнес	бизнес	NOUN	inan,nom,masc,sing
может	мочь	VERB	imp,ind,sing,3,pres,fin,act
что-то	что-то	PRON	acc
сделать	делать	VERB	perf,inf,act
самостоятельно	самостоятельно	ADV	pos
-	-	PUNCT	
эта	этот	DET	nom,fem,sing
мысль	мысль	NOUN	inan,nom,fem,sing
,	,	PUNCT	
мимоходом	мимоходом	ADV	pos
прозвучавшая	прозвучать	VERB	perf,nom,fem,sing,past,part,act
в	в	ADP	
выступлении	выступление	NOUN	inan,loc,neut,sing
одного	один	NUM	gen,masc
из	из	ADP	
докладчиков	докладчик	NOUN	anim,gen,masc,plur
,	,	PUNCT	
ясно	ясно	ADV	pos
характеризует	характеризовать	VERB	imp,ind,sing,3,pres,fin,act
отношение	отношение	NOUN	inan,nom,neut,sing
бизнеса	бизнес	NOUN	inan,gen,masc,sing
к	к	ADP	
работе	работа	NOUN	inan,dat,fem,sing
в	в	ADP	
госсекторе	госсектор	NOUN	inan,loc,masc,sing
.	.	PUNCT	
В	в	ADP	
операции	операция	NOUN	inan,loc,fem,sing
задействовано	задействовать	VERB	perf,neut,sing,past,short,part,pass
80	80	NUM	
автомашин	автомашина	NOUN	inan,gen,fem,plur
и	и	CCONJ	
бронетранспортеров	бронетранспортер	NOUN	inan,gen,masc,plur
,	,	PUNCT	
8	8	NUM	
вертолетов	вертолет	NOUN	inan,gen,masc,plur
,	,	PUNCT	
а	а	CCONJ	
также	также	PART	
артиллерия	артиллерия	NOUN	inan,nom,fem,sing
и	и	CCONJ	
танки	танк	NOUN	inan,nom,masc,plur
.	.	PUNCT	
Несмотря	несмотря	ADV	neg
на	на	ADP	
прибытие	прибытие	NOUN	inan,acc,neut,sing
в	в	ADP	
на	на	ADP	
место	место	NOUN	inan,acc,neut,sing
инцидента	инцидент	NOUN	inan,gen,masc,sing
специалистов	специалист	NOUN	anim,gen,masc,plur
из	из	ADP	
Бангкока	Бангкок	PROPN	inan,gen,masc,sing
,	,	PUNCT	
лайнер	лайнер	NOUN	inan,nom,masc,sing
пока	пока	ADV	pos
не	не	PART	
удалось	удаться	VERB	perf,neut,ind,sing,past,fin,mid
вытащить	вытащить	VERB	perf,inf,act
из	из	ADP	
глины	глина	NOUN	inan,gen,fem,sing
,	,	PUNCT	
что	что	PRON	nom
не	не	PART	
позволяет	позволять	VERB	imp,ind,sing,3,pres,fin,act
возобновить	возобновить	VERB	perf,inf,act
работу	работа	NOUN	inan,acc,fem,sing
аэропорта	аэропорт	NOUN	inan,gen,masc,sing
.	.	PUNCT	
Так	так	ADV	pos
,	,	PUNCT	
оказалось	оказаться	VERB	perf,neut,ind,sing,past,fin,mid
полностью	полностью	ADV	pos
отрезанным	отрезать	VERB	perf,ins,masc,sing,past,part,pass
от	от	ADP	
внешнего	внешний	ADJ	gen,pos,masc,sing
мира	мир	NOUN	inan,gen,masc,sing
местечко	местечко	NOUN	inan,nom,neut,sing
Кирхомфельд	Кирхомфельд	PROPN	inan,nom,masc,sing
.	.	PUNCT	
Благодаря	благодаря	ADP	
личности	личность	NOUN	inan,gen,fem,sing
основателя	основатель	NOUN	anim,gen,masc,sing
,	,	PUNCT	
монастырь	монастырь	NOUN	inan,nom,masc,sing
скоро	скоро	ADV	pos
приобрел	приобрести	VERB	perf,masc,ind,sing,past,fin,act
большую	большой	ADJ	acc,pos,fem,sing
славу	слава	NOUN	inan,acc,fem,sing
и	и	CCONJ	
стал	стать	VERB	perf,masc,ind,sing,past,fin,act
играть	играть	VERB	imp,inf,act
роль	роль	NOUN	inan,acc,fem,sing
в	в	ADP	
княжеских	княжеский	ADJ	loc,pos,plur
отношениях	отношение	NOUN	inan,loc,neut,plur
.	.	PUNCT	
По	по	ADP	
его	его	DET	
мнению	мнение	NOUN	inan,dat,neut,sing
,	,	PUNCT	
необходимо	необходимый	ADJ	pos,neut,sing,short
усилить	усилить	VERB	perf,inf,act
координацию	координация	NOUN	inan,acc,fem,sing
между	между	ADP	
другими	другой	ADJ	ins,pos,plur
министерствами	министерство	NOUN	inan,ins,neut,plur
и	и	CCONJ	
ведомствами	ведомство	NOUN	inan,ins,neut,plur
,	,	PUNCT	
в	в	ADP	
частности	частность	NOUN	inan,loc,fem,sing
,	,	PUNCT	
МВД	МВД	PROPN	inan,acc,neut,sing
,	,	PUNCT	
Минобороны	Минобороны	PROPN	inan,acc,neut,sing
и	и	CCONJ	
Минздрава	Минздрав	PROPN	inan,gen,masc,sing
с	с	ADP	
МЧС	МЧС	PROPN	inan,gen,neut,sing
и	и	CCONJ	
региональными	региональный	ADJ	ins,pos,plur
властями	власть	NOUN	inan,ins,fem,plur
.	.	PUNCT	
Жители	житель	NOUN	anim,nom,masc,plur
поселка	поселок	NOUN	inan,gen,masc,sing
Невская	Невский	ADJ	nom,pos,fem,sing
Дубровка	Дубровка	PROPN	inan,nom,fem,sing
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
остаться	остаться	VERB	perf,inf,mid
без	без	ADP	
света	свет	NOUN	inan,gen,masc,sing
из-за	из-за	ADP	
того	то	PRON	inan,gen,neut,sing
,	,	PUNCT	
что	что	SCONJ	
администрация	администрация	NOUN	inan,nom,fem,sing
Всеволжского	Всеволжский	ADJ	gen,pos,masc,sing
района	район	NOUN	inan,gen,masc,sing
Ленинградской	ленинградский	ADJ	gen,pos,fem,sing
области	область	NOUN	inan,gen,fem,sing
задерживает	задерживать	VERB	imp,ind,sing,3,pres,fin,act
выплату	выплата	NOUN	inan,acc,fem,sing
долга	долг	NOUN	inan,gen,masc,sing
за	за	ADP	
электроэнергию	электроэнергия	NOUN	inan,acc,fem,sing
АО	АО	PROPN	inan,acc,neut,sing
"	"	PUNCT	
Ленэнерго	Ленэнерго	PROPN	
"	"	PUNCT	
.	.	PUNCT	
В	в	ADP	
поселке	поселок	NOUN	inan,loc,masc,sing
Видяево	Видяево	PROPN	inan,nom,neut,sing
/	/	PUNCT	
Мурманская	мурманский	ADJ	nom,pos,fem,sing
область	область	NOUN	inan,nom,fem,sing
/	/	PUNCT	
,	,	PUNCT	
откуда	откуда	ADV	pos
два	два	NUM	inan,acc,masc
года	год	NOUN	inan,gen,masc,sing
назад	назад	ADV	pos
в	в	ADP	
последний	последний	ADJ	inan,acc,pos,masc,sing
поход	поход	NOUN	inan,acc,masc,sing
ушел	уйти	VERB	perf,masc,ind,sing,past,fin,act
"	"	PUNCT	
Курск	Курск	PROPN	inan,nom,masc,sing
"	"	PUNCT	
,	,	PUNCT	
был	быть	AUX	imp,masc,ind,sing,past,fin,act
открыт	открыть	VERB	perf,masc,sing,past,short,part,pass
Мемориал	мемориал	NOUN	inan,nom,masc,sing
морякам	моряк	NOUN	anim,dat,masc,plur
-	-	PUNCT	
подводникам	подводник	NOUN	anim,dat,masc,plur
,	,	PUNCT	
погибшим	погибнуть	VERB	perf,dat,plur,past,part,act
в	в	ADP	
океане	океан	NOUN	inan,loc,masc,sing
.	.	PUNCT	
Руководство	руководство	NOUN	inan,nom,neut,sing
газового	газовый	ADJ	gen,pos,masc,sing
концерна	концерн	NOUN	inan,gen,masc,sing
заявило	заявить	VERB	perf,neut,ind,sing,past,fin,act
,	,	PUNCT	
что	что	SCONJ	
в	в	ADP	
результате	результат	NOUN	inan,loc,masc,sing
планируемой	планировать	VERB	imp,gen,fem,sing,pres,part,pass
допэмиссии	допэмиссия	NOUN	inan,gen,fem,sing
акций	акция	NOUN	inan,gen,fem,plur
"	"	PUNCT	
СИБУРа	СИБУР	NOUN	inan,gen,masc,sing
"	"	PUNCT	
был	быть	AUX	imp,masc,ind,sing,past,fin,act
размыт	размыть	VERB	perf,masc,sing,past,short,part,pass
пакет	пакет	NOUN	inan,nom,masc,sing
акций	акция	NOUN	inan,gen,fem,plur
"	"	PUNCT	
Газпрома	Газпром	PROPN	
"	"	PUNCT	
.	.	PUNCT	
Женщина	женщина	NOUN	anim,nom,fem,sing
необыкновенной	необыкновенный	ADJ	gen,pos,fem,sing
красоты	красота	NOUN	inan,gen,fem,sing
,	,	PUNCT	
талантливая	талантливый	ADJ	nom,pos,fem,sing
актриса	актриса	NOUN	anim,nom,fem,sing
и	и	CCONJ	
педагог	педагог	NOUN	anim,nom,masc,sing
она	она	PRON	nom,fem,sing,3
занимает	занимать	VERB	imp,ind,sing,3,pres,fin,act
достойное	достойный	ADJ	acc,pos,neut,sing
место	место	NOUN	inan,acc,neut,sing
в	в	ADP	
прославленной	прославить	VERB	perf,loc,fem,sing,past,part,pass
галерее	галерея	NOUN	inan,loc,fem,sing
портретов	портрет	NOUN	inan,gen,masc,plur
,	,	PUNCT	
где	где	ADV	pos
пляшет	плясать	VERB	imp,ind,sing,3,pres,fin,act
сверкающая	сверкать	ADJ	nom,pos,fem,sing
Золушка	Золушка	PROPN	inan,nom,fem,sing
Любови	Любовь	PROPN	anim,gen,fem,sing
Орловой	Орлова	PROPN	anim,gen,fem,sing
,	,	PUNCT	
где	где	ADV	pos
поют	петь	VERB	imp,ind,plur,3,pres,fin,act
наивные	наивный	ADJ	nom,pos,plur
Марьяны	Марьяна	PROPN	anim,gen,fem,sing
и	и	CCONJ	
Глаши	Глаша	PROPN	anim,gen,fem,sing
Марины	Марина	PROPN	anim,gen,fem,sing
Ладыниной	Ладынина	PROPN	anim,gen,fem,sing
,	,	PUNCT	
где	где	ADV	pos
страдает	страдать	VERB	imp,ind,sing,3,pres,fin,act
великая	великий	ADJ	nom,pos,fem,sing
Вера	Вера	PROPN	anim,nom,fem,sing
Марецкая	Марецкая	PROPN	anim,nom,fem,sing
.	.	PUNCT	
Между	между	ADP	
тем	то	PRON	inan,ins,neut,sing
в	в	ADP	
этом	этот	DET	loc,masc,sing
же	же	PART	
районе	район	NOUN	inan,loc,masc,sing
"	"	PUNCT	
всплыла	всплыть	VERB	perf,fem,ind,sing,past,fin,act
"	"	PUNCT	
еще	еще	ADV	pos
одна	один	NUM	nom,fem
поддельная	поддельный	ADJ	nom,pos,fem,sing
пятисотрублевка	пятисотрублевка	NOUN	inan,nom,fem,sing
.	.	PUNCT	
В	в	ADP	
минувший	минувший	ADJ	inan,acc,pos,masc,sing
четверг	четверг	NOUN	inan,acc,masc,sing
суд	суд	NOUN	inan,nom,masc,sing
по	по	ADP	
ходатайству	ходатайство	NOUN	inan,dat,neut,sing
защиты	защита	NOUN	inan,gen,fem,sing
изменил	изменить	VERB	perf,masc,ind,sing,past,fin,act
меру	мера	NOUN	inan,acc,fem,sing
пресечения	пресечение	NOUN	inan,gen,neut,sing
другому	другой	ADJ	dat,pos,masc,sing
обвиняемому	обвинять	VERB	imp,dat,masc,sing,pres,part,pass
по	по	ADP	
этому	этот	DET	dat,neut,sing
делу	дело	NOUN	inan,dat,neut,sing
-	-	PUNCT	
бывшему	бывший	ADJ	dat,pos,masc,sing
вице-президенту	вице-президент	NOUN	inan,dat,masc,sing
компании	компания	NOUN	inan,gen,fem,sing
Евгению	Евгений	PROPN	inan,dat,neut,sing
Кощицу	Кощиц	PROPN	anim,dat,masc,sing
.	.	PUNCT	
Санитарной	санитарный	ADJ	dat,pos,fem,sing
обработке	обработка	NOUN	inan,dat,fem,sing
будут	быть	AUX	imp,ind,plur,3,pres,fin,act
подвергнуты	подвергнуть	VERB	perf,plur,past,short,part,pass
территории	территория	NOUN	inan,nom,fem,plur
двенадцати	двенадцать	NUM	gen
баз	база	NOUN	inan,gen,fem,plur
отдыха	отдых	NOUN	inan,gen,masc,sing
,	,	PUNCT	
расположенных	расположенный	ADJ	gen,pos,plur
в	в	ADP	
районе	район	NOUN	inan,loc,masc,sing
поселка	поселок	NOUN	inan,gen,masc,sing
.	.	PUNCT	
В	в	ADP	
то	тот	DET	acc,neut,sing
же	же	PART	
время	время	NOUN	inan,acc,neut,sing
санитарно	санитарный	ADJ	pos
-	-	PUNCT	
эпидемиологическая	эпидемиологический	ADJ	nom,pos,fem,sing
служба	служба	NOUN	inan,nom,fem,sing
Краснодарского	краснодарский	ADJ	gen,pos,masc,sing
края	край	NOUN	inan,gen,masc,sing
настаивает	настаивать	VERB	imp,ind,sing,3,pres,fin,act
на	на	ADP	
закрытии	закрытие	NOUN	inan,loc,neut,sing
оздоровительных	оздоровительный	ADJ	gen,pos,plur
лагерей	лагерь	NOUN	inan,gen,masc,plur
в	в	ADP	
поселках	поселок	NOUN	inan,loc,masc,plur
Южная	Южный	PROPN	
Озереевка	Озереевка	PROPN	inan,nom,fem,sing
и	и	CCONJ	
Широкая	широкий	ADJ	nom,pos,fem,sing
Балка	Балк	PROPN	inan,gen,masc,sing
,	,	PUNCT	
где	где	ADV	pos
в	в	ADP	
настоящее	настоящий	ADJ	inan,acc,pos,neut,sing
время	время	NOUN	inan,acc,neut,sing
находятся	находиться	VERB	imp,ind,plur,3,pres,fin,mid
1	1	NUM	
тыс	тысяча	NOUN	inan,gen,fem,plur
470	470	NUM	
детей	ребенок	NOUN	anim,gen,masc,plur
,	,	PUNCT	
прибывших	прибыть	VERB	perf,gen,plur,past,part,act
на	на	ADP	
отдых	отдых	NOUN	inan,acc,masc,sing
.	.	PUNCT	
В	в	ADP	
июле	июль	NOUN	inan,loc,masc,sing
на	на	ADP	
автодорогах	автодорога	NOUN	inan,loc,masc,plur
Франции	Франция	PROPN	inan,gen,fem,sing
погибло	погибнуть	VERB	perf,neut,ind,sing,past,fin,act
665	665	NUM	
человек	человек	NOUN	anim,gen,masc,plur
.	.	PUNCT	
При	при	ADP	
нападении	нападение	NOUN	inan,loc,neut,sing
на	на	ADP	
ювелирный	ювелирный	ADJ	inan,acc,pos,masc,sing
магазин	магазин	NOUN	inan,acc,masc,sing
из	из	ADP	
пистолета	пистолет	NOUN	inan,gen,masc,sing
был	быть	AUX	imp,masc,ind,sing,past,fin,act
тяжело	тяжело	ADV	pos
ранен	ранить	VERB	imp,masc,sing,past,short,part,pass
охранник	охранник	NOUN	anim,nom,masc,sing
,	,	PUNCT	
а	а	CCONJ	
при	при	ADP	
ограблении	ограбление	NOUN	inan,loc,neut,sing
магазина	магазин	NOUN	inan,gen,masc,sing
компьютерной	компьютерный	ADJ	gen,pos,fem,sing
техники	техника	NOUN	inan,gen,fem,sing
-	-	PUNCT	
двое	двое	NUM	nom
контролеров	контролер	NOUN	anim,gen,masc,plur
-	-	PUNCT	
администраторов	администратор	NOUN	anim,gen,masc,plur
.	.	PUNCT	
Спецпредставитель	спецпредставитель	NOUN	anim,nom,masc,sing
МИД	МИД	PROPN	inan,gen,masc,sing
РФ	РФ	PROPN	inan,gen,fem,sing
считает	считать	VERB	imp,ind,sing,3,pres,fin,act
,	,	PUNCT	
что	что	SCONJ	
,	,	PUNCT	
нагнетая	нагнетать	VERB	imp,pres,conv,act
атмосферу	атмосфера	NOUN	inan,acc,fem,sing
конфронтации	конфронтация	NOUN	inan,gen,fem,sing
,	,	PUNCT	
Тбилиси	Тбилиси	PROPN	inan,nom,masc,sing
Абхазию	Абхазия	PROPN	inan,acc,fem,sing
не	не	PART	
вернет	вернуть	VERB	perf,ind,sing,3,fut,fin,act
2002	2002	NUM	
/	/	PUNCT	
08	08	NUM	
/12	/12	NOUN	inan,gen,masc,plur
/	/	PUNCT	
Если	если	SCONJ	
Тбилиси	Тбилиси	PROPN	inan,nom,masc,sing
будет	быть	AUX	imp,ind,sing,3,pres,fin,act
нагнетать	нагнетать	VERB	imp,inf,act
атмосферу	атмосфера	NOUN	inan,acc,fem,sing
конфронтации	конфронтация	NOUN	inan,gen,fem,sing
,	,	PUNCT	
"	"	PUNCT	
то	то	SCONJ	
совершенно	совершенно	ADV	pos
ясно	ясный	ADJ	pos,neut,sing,short
,	,	PUNCT	
что	что	SCONJ	
таким	такой	DET	ins,masc,sing
методом	метод	NOUN	inan,ins,masc,sing
Абхазию	Абхазия	PROPN	inan,acc,fem,sing
Грузии	Грузия	PROPN	inan,gen,fem,sing
не	не	PART	
вернуть	вернуть	VERB	perf,inf,act
"	"	PUNCT	
.	.	PUNCT	
А	а	CCONJ	
7	7	NUM	
апреля	апрель	NOUN	inan,gen,masc,sing
началась	начаться	VERB	perf,fem,ind,sing,past,fin,mid
серия	серия	NOUN	inan,nom,fem,sing
диверсионно	диверсионный	ADJ	pos
-	-	PUNCT	
террористических	террористический	ADJ	gen,pos,plur
актов	акт	NOUN	inan,gen,masc,plur
со	со	ADP	
стороны	сторона	NOUN	inan,gen,fem,sing
групп	группа	NOUN	inan,gen,fem,plur
,	,	PUNCT	
приходивших	приходить	VERB	perf,gen,plur,past,part,act
с	с	ADP	
территории	территория	NOUN	inan,gen,fem,sing
Грузии	Грузия	PROPN	inan,gen,fem,sing
.	.	PUNCT	
Компания	компания	NOUN	inan,nom,fem,sing
"	"	PUNCT	
Сибнефть	Сибнефть	PROPN	
"	"	PUNCT	
,	,	PUNCT	
получив	получить	VERB	perf,past,conv,act
37-процентный	37-процентный	ADJ	inan,acc,pos,masc,sing
пакет	пакет	NOUN	inan,acc,masc,sing
акций	акция	NOUN	inan,gen,fem,plur
завода	завод	NOUN	inan,gen,masc,sing
,	,	PUNCT	
стремится	стремиться	VERB	imp,ind,sing,3,pres,fin,mid
"	"	PUNCT	
влиять	влиять	VERB	imp,inf,act
на	на	ADP	
ситуацию	ситуация	NOUN	inan,acc,fem,sing
на	на	ADP	
рынке	рынок	NOUN	inan,loc,masc,sing
Москвы	Москва	PROPN	inan,gen,fem,sing
"	"	PUNCT	
.	.	PUNCT	
Как	как	SCONJ	
сообщили	сообщить	VERB	perf,ind,plur,past,fin,act
РИА	РИА	PROPN	inan,dat,neut,sing
"	"	PUNCT	
Новости	новость	NOUN	inan,nom,fem,plur
"	"	PUNCT	
в	в	ADP	
понедельник	понедельник	NOUN	inan,acc,masc,sing
в	в	ADP	
суде	суд	NOUN	inan,loc,masc,sing
,	,	PUNCT	
19-летние	19-летний	ADJ	nom,pos,plur
подсудимые	подсудимый	NOUN	anim,nom,masc,plur
из	из	ADP	
города	город	NOUN	inan,gen,masc,sing
Долгопрудный	Долгопрудный	ADJ	inan,acc,pos,masc,sing
были	быть	AUX	imp,ind,plur,past,fin,act
признаны	признать	VERB	perf,plur,past,short,part,pass
виновными	виновный	ADJ	ins,pos,plur
в	в	ADP	
"	"	PUNCT	
бандитизме	бандитизм	NOUN	inan,loc,masc,sing
"	"	PUNCT	
/ст	/ст	NOUN	inan,nom,masc,sing
209	209	NUM	
УК	ук	NOUN	inan,gen,masc,sing
РФ	РФ	PROPN	inan,gen,fem,sing
/	/	PUNCT	
и	и	CCONJ	
"	"	PUNCT	
разбое	разбой	ADJ	nom,pos,neut,sing
"	"	PUNCT	
/	/	PUNCT	
ст.	статья	NOUN	inan,dat,fem,sing
162	162	NUM	
УК	ук	NOUN	inan,gen,masc,sing
РФ	РФ	PROPN	inan,gen,fem,sing
/	/	PUNCT	
.	.	PUNCT	
В	в	ADP	
экономической	экономический	ADJ	loc,pos,fem,sing
столице	столица	NOUN	inan,loc,fem,sing
Танзании	Танзания	PROPN	inan,gen,fem,sing
Дар-эс-Саламе	Дар-эс-Саламе	PROPN	anim,dat,masc,sing
начались	начаться	VERB	perf,ind,plur,past,fin,mid
переговоры	переговоры	NOUN	inan,nom,masc,plur
между	между	ADP	
правительством	правительство	NOUN	inan,ins,neut,sing
Бурунди	Бурунди	PROPN	anim,gen,masc,sing
и	и	CCONJ	
представителями	представитель	NOUN	anim,ins,masc,plur
самой	самый	ADJ	gen,pos,fem,sing
значительной	значительный	ADJ	gen,pos,fem,sing
организации	организация	NOUN	inan,gen,fem,sing
вооруженной	вооружить	VERB	perf,gen,fem,sing,past,part,pass
оппозиции	оппозиция	NOUN	inan,gen,fem,sing
-	-	PUNCT	
Сил	Сила	PROPN	inan,gen,fem,plur
в	в	ADP	
защиту	защита	NOUN	inan,acc,fem,sing
демократии	демократия	NOUN	inan,gen,fem,sing
(	(	PUNCT	
ФДД	ФДД	PROPN	inan,nom,fem,sing
)	)	PUNCT	
.	.	PUNCT	
Как	как	SCONJ	
передает	передавать	VERB	imp,ind,sing,3,pres,fin,act
корреспондент	корреспондент	NOUN	anim,nom,masc,sing
РИА	РИА	PROPN	inan,gen,neut,sing
"	"	PUNCT	
Новости	новость	NOUN	inan,nom,fem,plur
"	"	PUNCT	
,	,	PUNCT	
открывая	открывать	VERB	imp,pres,conv,act
сегодняшнюю	сегодняшний	ADJ	acc,pos,fem,sing
встречу	встреча	NOUN	inan,acc,fem,sing
,	,	PUNCT	
президент	президент	NOUN	anim,nom,masc,sing
Танзании	Танзания	PROPN	inan,gen,fem,sing
Бенджамин	Бенджамин	PROPN	anim,nom,masc,sing
Мкапа	Мкап	PROPN	anim,nom,masc,sing
призвал	призвать	VERB	perf,masc,ind,sing,past,fin,act
ее	она	PRON	acc,fem,sing,3
участников	участник	NOUN	anim,acc,masc,plur
в	в	ADP	
качестве	качество	NOUN	inan,loc,neut,sing
"	"	PUNCT	
жеста	жест	NOUN	anim,nom,fem,sing
доброй	добрый	ADJ	gen,pos,fem,sing
воли	воля	NOUN	inan,gen,fem,sing
и	и	CCONJ	
доказательства	доказательство	NOUN	inan,gen,neut,sing
приверженности	приверженность	NOUN	inan,gen,fem,sing
обеих	оба	NUM	gen,fem
сторон	сторона	NOUN	inan,gen,fem,plur
миротворческому	миротворческий	ADJ	dat,pos,masc,sing
процессу	процесс	NOUN	inan,dat,masc,sing
"	"	PUNCT	
объявить	объявить	VERB	perf,inf,act
мораторий	мораторий	NOUN	inan,acc,masc,sing
на	на	ADP	
военные	военный	ADJ	inan,acc,pos,plur
действия	действие	NOUN	inan,acc,neut,plur
на	на	ADP	
весь	весь	DET	acc,masc,sing
срок	срок	NOUN	inan,acc,masc,sing
переговоров	переговоры	NOUN	inan,gen,masc,plur
.	.	PUNCT	
Российскую	российский	ADJ	acc,pos,fem,sing
делегацию	делегация	NOUN	inan,acc,fem,sing
возглавляет	возглавлять	VERB	imp,ind,sing,3,pres,fin,act
