Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
данной	данна	NOUN	anim,femn,Name,sing,ablt
данной	данный	ADJF	Apro,femn,sing,gent
данной	данный	ADJF	Apro,femn,sing,datv
данной	данный	ADJF	Apro,femn,sing,ablt
данной	данный	ADJF	Apro,femn,sing,loct
секции	секция	NOUN	inan,femn,sing,gent
секции	секция	NOUN	inan,femn,sing,datv
секции	секция	NOUN	inan,femn,sing,loct
секции	секция	NOUN	inan,femn,plur,nomn
секции	секция	NOUN	inan,femn,plur,accs
,	,	PNCT	
можно	можно	PRED	pres
сказать	сказать	INFN	perf,tran
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
новых	новый	ADJF	Qual,plur,gent
новых	новое	NOUN	inan,neut,plur,gent
новых	новое	NOUN	inan,neut,plur,loct
новых	новый	ADJF	Qual,anim,plur,accs
новых	новый	ADJF	Qual,plur,loct
проблем	проблема	NOUN	inan,femn,plur,gent
за	за	PREP	
последний	последний	ADJF	masc,sing,nomn
последний	последний	ADJF	inan,masc,sing,accs
год	год	NOUN	inan,masc,sing,accs
год	год	NOUN	inan,masc,sing,nomn
не	не	PRCL	
появилось	появиться	VERB	perf,intr,neut,sing,past,indc
,	,	PNCT	
старые	старое	NOUN	inan,neut,plur,nomn
старые	старое	NOUN	inan,neut,plur,accs
старые	старый	ADJF	Qual,plur,nomn
старые	старый	ADJF	Qual,inan,plur,accs
же	же	PRCL	
же	же	CONJ	
,	,	PNCT	
например	например	CONJ	Prnt
,	,	PNCT	
несовершенство	несовершенство	NOUN	inan,neut,sing,accs
несовершенство	несовершенство	NOUN	inan,neut,sing,nomn
нормативной	нормативный	ADJF	femn,sing,gent
нормативной	нормативный	ADJF	femn,sing,datv
нормативной	нормативный	ADJF	femn,sing,ablt
нормативной	нормативный	ADJF	femn,sing,loct
базы	база	NOUN	inan,femn,sing,gent
базы	база	NOUN	inan,femn,plur,nomn
базы	база	NOUN	inan,femn,plur,accs
базы	баз	NOUN	inan,masc,plur,nomn
базы	баз	NOUN	inan,masc,plur,accs
,	,	PNCT	
определяющей	определять	PRTF	impf,tran,pres,actv,Adjx,femn,sing,gent
определяющей	определять	PRTF	impf,tran,pres,actv,Adjx,femn,sing,datv
определяющей	определять	PRTF	impf,tran,pres,actv,Adjx,femn,sing,ablt
определяющей	определять	PRTF	impf,tran,pres,actv,Adjx,femn,sing,loct
функционирование	функционирование	NOUN	inan,neut,sing,nomn
функционирование	функционирование	NOUN	inan,neut,sing,accs
удостоверяющих	удостоверять	PRTF	impf,tran,pres,actv,plur,gent
удостоверяющих	удостоверять	PRTF	impf,tran,pres,actv,anim,plur,accs
удостоверяющих	удостоверять	PRTF	impf,tran,pres,actv,plur,loct
центров	центр	NOUN	inan,masc,plur,gent
,	,	PNCT	
решаются	решаться	VERB	impf,intr,plur,3per,pres,indc
чрезвычайно	чрезвычайно	ADVB	
чрезвычайно	чрезвычайный	ADJS	neut,sing
медленно	медленно	ADVB	
медленно	медленный	ADJS	Qual,neut,sing
.	.	PNCT	
вечные	вечный	ADJF	Qual,plur,nomn
вечные	вечный	ADJF	Qual,inan,plur,accs
барьеры	барьер	NOUN	inan,masc,plur,nomn
барьеры	барьер	NOUN	inan,masc,plur,accs
наиболее	наиболее	ADVB	
заметный	заметный	ADJF	Qual,masc,sing,nomn
заметный	заметный	ADJF	Qual,inan,masc,sing,accs
прогресс	прогресс	NOUN	inan,masc,sing,nomn
прогресс	прогресс	NOUN	inan,masc,sing,accs
наблюдается	наблюдаться	VERB	impf,intr,sing,3per,pres,indc
там	там	ADVB	Dmns
там	там	PRCL	
,	,	PNCT	
где	где	ADVB	Ques
где	где	CONJ	
бизнес	бизнес	NOUN	inan,masc,sing,nomn
бизнес	бизнес	NOUN	inan,masc,sing,accs
может	мочь	VERB	impf,intr,sing,3per,pres,indc
может	может	CONJ	Prnt
что-то	что-то	NPRO	neut,sing,nomn
что-то	что-то	ADVB	
что-то	что-то	NPRO	neut,sing,accs
сделать	сделать	INFN	perf,tran
самостоятельно	самостоятельно	ADVB	
самостоятельно	самостоятельный	ADJS	Qual,neut,sing
-	-	PNCT	
эта	этот	ADJF	Apro,Subx,Anph,femn,sing,nomn
мысль	мысль	NOUN	inan,femn,sing,nomn
мысль	мысль	NOUN	inan,femn,sing,accs
,	,	PNCT	
мимоходом	мимоходом	ADVB	
прозвучавшая	прозвучать	PRTF	perf,intr,past,actv,femn,sing,nomn
в	в	PREP	
выступлении	выступление	NOUN	inan,neut,sing,loct
одного	один	ADJF	Apro,neut,sing,gent
одного	один	ADJF	Apro,masc,sing,gent
одного	один	ADJF	Apro,anim,masc,sing,accs
из	из	PREP	
докладчиков	докладчик	NOUN	anim,masc,plur,gent
докладчиков	докладчик	NOUN	anim,masc,plur,accs
,	,	PNCT	
ясно	ясно	ADVB	Prdx
ясно	ясный	ADJS	Qual,neut,sing
характеризует	характеризовать	VERB	perf,tran,sing,3per,futr,indc
характеризует	характеризовать	VERB	impf,tran,sing,3per,pres,indc
отношение	отношение	NOUN	inan,neut,sing,accs
отношение	отношение	NOUN	inan,neut,sing,nomn
бизнеса	бизнес	NOUN	inan,masc,sing,gent
к	к	PREP	
работе	работа	NOUN	inan,femn,sing,loct
работе	работа	NOUN	inan,femn,sing,datv
в	в	PREP	
госсекторе	госсектор	NOUN	inan,masc,sing,loct
.	.	PNCT	
в	в	PREP	
операции	операция	NOUN	inan,femn,sing,gent
операции	операция	NOUN	inan,femn,sing,loct
операции	операция	NOUN	inan,femn,plur,accs
операции	операция	NOUN	inan,femn,sing,datv
операции	операция	NOUN	inan,femn,plur,nomn
задействовано	задействовать	PRTS	perf,past,pssv,neut,sing
80	80	NUMB	intg
автомашин	автомашина	NOUN	inan,femn,plur,gent
и	и	CONJ	
бронетранспортёров	бронетранспортёр	NOUN	inan,masc,plur,gent
,	,	PNCT	
8	8	NUMB	intg
вертолётов	вертолёт	NOUN	inan,masc,plur,gent
,	,	PNCT	
а	а	CONJ	
также	также	CONJ	
артиллерия	артиллерия	NOUN	inan,femn,sing,nomn
и	и	CONJ	
танки	танк	NOUN	inan,masc,plur,nomn
танки	танк	NOUN	inan,masc,plur,accs
.	.	PNCT	
несмотря	несмотря	PREP	
на	на	PREP	
прибытие	прибытие	NOUN	inan,neut,sing,nomn
прибытие	прибытие	NOUN	inan,neut,sing,accs
в	в	PREP	
на	на	PREP	
место	место	NOUN	inan,neut,sing,accs
место	место	NOUN	inan,neut,sing,nomn
инцидента	инцидент	NOUN	inan,masc,sing,gent
специалистов	специалист	NOUN	anim,masc,plur,gent
специалистов	специалист	NOUN	anim,masc,plur,accs
из	из	PREP	
бангкока	бангкок	NOUN	inan,masc,Geox,sing,gent
,	,	PNCT	
лайнер	лайнер	NOUN	inan,masc,sing,nomn
лайнер	лайнер	NOUN	inan,masc,sing,accs
пока	пока	ADVB	
пока	пока	CONJ	
пока	пока	INTJ	
не	не	PRCL	
удалось	удаться	VERB	perf,intr,neut,sing,past,indc
вытащить	вытащить	INFN	perf,tran
из	из	PREP	
глины	глина	NOUN	inan,femn,sing,gent
глины	глина	NOUN	inan,femn,plur,nomn
глины	глина	NOUN	inan,femn,plur,accs
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
не	не	PRCL	
позволяет	позволять	VERB	impf,tran,sing,3per,pres,indc
возобновить	возобновить	INFN	perf,tran
работу	работа	NOUN	inan,femn,sing,accs
аэропорта	аэропорт	NOUN	inan,masc,sing,gent
.	.	PNCT	
так	так	CONJ	
так	так	ADVB	Dmns
так	так	PRCL	
,	,	PNCT	
оказалось	оказаться	VERB	perf,intr,neut,sing,past,indc
полностью	полностью	ADVB	
отрезанным	отрезать	PRTF	perf,tran,past,pssv,masc,sing,ablt
отрезанным	отрезать	PRTF	perf,tran,past,pssv,neut,sing,ablt
отрезанным	отрезать	PRTF	perf,tran,past,pssv,plur,datv
от	от	PREP	
внешнего	внешний	ADJF	neut,sing,gent
внешнего	внешний	ADJF	masc,sing,gent
внешнего	внешний	ADJF	anim,masc,sing,accs
мира	мир	NOUN	inan,masc,sing,gent
мира	миро	NOUN	inan,neut,sing,gent
мира	миро	NOUN	inan,neut,plur,nomn
мира	миро	NOUN	inan,neut,plur,accs
местечко	местечко	NOUN	inan,neut,sing,nomn
местечко	местечко	NOUN	inan,neut,sing,accs
кирхомфельд	кирхомфельд	NOUN	anim,masc,Sgtm,Surn,sing,nomn
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,nomn
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,gent
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,datv
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,accs
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,ablt
кирхомфельд	кирхомфельд	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,loct
.	.	PNCT	
благодаря	благодаря	PREP	
личности	личность	NOUN	inan,femn,sing,gent
личности	личность	NOUN	inan,femn,sing,datv
личности	личность	NOUN	inan,femn,sing,loct
личности	личность	NOUN	inan,femn,plur,nomn
личности	личность	NOUN	inan,femn,plur,accs
основателя	основатель	NOUN	anim,masc,sing,gent
основателя	основатель	NOUN	anim,masc,sing,accs
,	,	PNCT	
монастырь	монастырь	NOUN	inan,masc,sing,nomn
монастырь	монастырь	NOUN	inan,masc,sing,accs
скоро	скоро	ADVB	
скоро	скорый	ADJS	Qual,neut,sing
приобрёл	приобрести	VERB	perf,tran,masc,sing,past,indc
большую	большой	ADJF	Qual,femn,sing,accs
большую	больший	ADJF	femn,sing,accs
славу	слава	NOUN	inan,femn,sing,accs
славу	слава	NOUN	anim,femn,Ms-f,Name,sing,accs
и	и	CONJ	
стал	стать	VERB	perf,intr,masc,sing,past,indc
играть	играть	INFN	impf,tran
роль	роль	NOUN	inan,femn,sing,accs
роль	роль	NOUN	inan,femn,sing,nomn
роль	роля	NOUN	inan,femn,plur,gent
в	в	PREP	
княжеских	княжеский	ADJF	plur,loct
княжеских	княжеский	ADJF	plur,gent
княжеских	княжеский	ADJF	anim,plur,accs
отношениях	отношение	NOUN	inan,neut,plur,loct
.	.	PNCT	
по	по	PREP	
его	он	NPRO	masc,3per,Anph,sing,accs
его	оно	NPRO	neut,3per,Anph,sing,gent
его	оно	NPRO	neut,3per,Anph,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,gent
его	его	ADJF	Fixd,Apro,Anph,neut,sing,gent
его	его	ADJF	Fixd,Apro,Anph,plur,nomn
его	его	ADJF	Fixd,Apro,Anph,plur,datv
его	он	NPRO	masc,3per,Anph,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,masc,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,datv
его	его	ADJF	Fixd,Apro,Anph,masc,sing,accs
его	его	ADJF	Fixd,Apro,Anph,masc,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,masc,sing,loct
его	его	ADJF	Fixd,Apro,Anph,femn,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,femn,sing,datv
его	его	ADJF	Fixd,Apro,Anph,femn,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,femn,sing,loct
его	его	ADJF	Fixd,Apro,Anph,neut,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,neut,sing,datv
его	его	ADJF	Fixd,Apro,Anph,neut,sing,accs
его	его	ADJF	Fixd,Apro,Anph,neut,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,neut,sing,loct
его	его	ADJF	Fixd,Apro,Anph,plur,gent
его	его	ADJF	Fixd,Apro,Anph,plur,accs
его	его	ADJF	Fixd,Apro,Anph,plur,ablt
его	его	ADJF	Fixd,Apro,Anph,plur,loct
мнению	мнение	NOUN	inan,neut,sing,datv
,	,	PNCT	
необходимо	необходимый	ADJS	Qual,neut,sing
необходимо	необходимо	PRED	pres
усилить	усилить	INFN	perf,tran
координацию	координация	NOUN	inan,femn,sing,accs
между	между	PREP	
другими	другой	ADJF	Apro,Subx,plur,ablt
министерствами	министерство	NOUN	inan,neut,plur,ablt
и	и	CONJ	
ведомствами	ведомство	NOUN	inan,neut,plur,ablt
,	,	PNCT	
в	в	PREP	
частности	частность	NOUN	inan,femn,sing,loct
частности	частность	NOUN	inan,femn,sing,gent
частности	частность	NOUN	inan,femn,sing,datv
частности	частность	NOUN	inan,femn,plur,nomn
частности	частность	NOUN	inan,femn,plur,accs
,	,	PNCT	
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,gent
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,loct
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,nomn
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,datv
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,accs
мвд	мвд	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,ablt
,	,	PNCT	
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,nomn
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,gent
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,datv
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,accs
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,ablt
минобороны	минобороны	NOUN	inan,neut,Sgtm,Fixd,Orgn,sing,loct
и	и	CONJ	
минздрава	минздрав	NOUN	inan,masc,Orgn,sing,gent
с	с	PREP	
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,nomn
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,gent
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,datv
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,accs
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,ablt
мчс	мчс	NOUN	inan,neut,Sgtm,Fixd,Abbr,Orgn,sing,loct
и	и	CONJ	
региональными	региональный	ADJF	plur,ablt
властями	власть	NOUN	inan,femn,plur,ablt
.	.	PNCT	
жители	житель	NOUN	anim,masc,plur,nomn
посёлка	посёлок	NOUN	inan,masc,sing,gent
невская	невский	NOUN	anim,femn,Sgtm,Surn,sing,nomn
невская	невский	ADJF	femn,sing,nomn
дубровка	дубровка	NOUN	inan,femn,sing,nomn
дубровка	дубровка	NOUN	inan,femn,Sgtm,Geox,sing,nomn
могут	мочь	VERB	impf,intr,plur,3per,pres,indc
остаться	остаться	INFN	perf,intr
без	без	PREP	
света	свет	NOUN	inan,masc,Sgtm,sing,gent
из-за	из-за	PREP	
того	тот	ADJF	Apro,Subx,Anph,neut,sing,gent
того	тот	ADJF	Apro,Subx,Anph,masc,sing,gent
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,nomn
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,gent
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,datv
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,accs
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,ablt
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,loct
того	тот	ADJF	Apro,Subx,Anph,anim,masc,sing,accs
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
администрация	администрация	NOUN	inan,femn,sing,nomn
всеволжского	всеволжский	ADJF	masc,sing,gent
всеволжского	всеволжский	ADJF	anim,masc,sing,accs
всеволжского	всеволжский	ADJF	neut,sing,gent
района	район	NOUN	inan,masc,sing,gent
ленинградской	ленинградский	ADJF	femn,sing,gent
ленинградской	ленинградский	ADJF	femn,sing,datv
ленинградской	ленинградский	ADJF	femn,sing,ablt
ленинградской	ленинградский	ADJF	femn,sing,loct
области	область	NOUN	inan,femn,sing,loct
области	область	NOUN	inan,femn,sing,gent
области	область	NOUN	inan,femn,sing,datv
области	область	NOUN	inan,femn,plur,nomn
области	область	NOUN	inan,femn,plur,accs
задерживает	задерживать	VERB	impf,tran,sing,3per,pres,indc
выплату	выплата	NOUN	inan,femn,sing,accs
долга	долг	NOUN	inan,masc,sing,gent
за	за	PREP	
электроэнергию	электроэнергия	NOUN	inan,femn,sing,accs
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,nomn
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,gent
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,datv
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,accs
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,ablt
ао	ао	NOUN	inan,masc,Fixd,Orgn,sing,loct
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,nomn
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,gent
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,datv
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,accs
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,ablt
ао	ао	NOUN	inan,masc,Fixd,Orgn,plur,loct
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,nomn
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,gent
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,datv
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,accs
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,ablt
ао	ао	NOUN	inan,femn,Fixd,Orgn,sing,loct
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,nomn
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,gent
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,datv
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,accs
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,ablt
ао	ао	NOUN	inan,femn,Fixd,Orgn,plur,loct
``	``	UNKN	
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,nomn
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,gent
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,datv
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,accs
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,ablt
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,sing,loct
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,nomn
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,gent
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,datv
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,accs
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,ablt
ленэнерго	ленэнерго	NOUN	inan,neut,Fixd,Orgn,plur,loct
''	''	PNCT	
.	.	PNCT	
в	в	PREP	
посёлке	посёлок	NOUN	inan,masc,sing,loct
видяево	видяево	NOUN	inan,neut,Sgtm,Geox,sing,nomn
видяево	видяево	NOUN	inan,neut,Sgtm,Geox,sing,accs
/мурманская	/мурманский	ADJF	femn,sing,nomn
/мурманская	/мурманский	NOUN	anim,femn,Sgtm,Surn,sing,nomn
область/	область/	UNKN	
,	,	PNCT	
откуда	откуда	ADVB	Ques
два	два	NUMR	masc,nomn
два	два	NUMR	inan,masc,accs
два	два	NUMR	neut,nomn
два	два	NUMR	neut,accs
года	год	NOUN	inan,masc,sing,gent
назад	назад	ADVB	
в	в	PREP	
последний	последний	ADJF	masc,sing,nomn
последний	последний	ADJF	inan,masc,sing,accs
поход	поход	NOUN	inan,masc,sing,nomn
поход	поход	NOUN	inan,masc,sing,accs
ушёл	уйти	VERB	perf,intr,masc,sing,past,indc
``	``	UNKN	
курск	курск	NOUN	inan,masc,Geox,sing,nomn
курск	курск	NOUN	inan,masc,Geox,sing,accs
''	''	PNCT	
,	,	PNCT	
был	быть	VERB	impf,intr,masc,sing,past,indc
открыт	открытый	ADJS	Qual,masc,sing
открыт	открыть	PRTS	perf,past,pssv,masc,sing
мемориал	мемориал	NOUN	inan,masc,sing,nomn
мемориал	мемориал	NOUN	inan,masc,sing,accs
морякам-подводникам	моряк-подводник	NOUN	anim,masc,plur,datv
морякам-подводникам	морякам-подводник	NOUN	anim,masc,plur,datv
,	,	PNCT	
погибшим	погибший	ADJF	masc,sing,ablt
погибшим	погибший	ADJF	neut,sing,ablt
погибшим	погибший	ADJF	plur,datv
погибшим	погибнуть	PRTF	perf,intr,past,actv,masc,sing,ablt
погибшим	погибнуть	PRTF	perf,intr,past,actv,neut,sing,ablt
погибшим	погибнуть	PRTF	perf,intr,past,actv,plur,datv
в	в	PREP	
океане	океан	NOUN	inan,masc,sing,loct
.	.	PNCT	
руководство	руководство	NOUN	inan,neut,sing,nomn
руководство	руководство	NOUN	inan,neut,sing,accs
газового	газовый	ADJF	neut,sing,gent
газового	газовый	ADJF	masc,sing,gent
газового	газовый	ADJF	anim,masc,sing,accs
концерна	концерн	NOUN	inan,masc,sing,gent
заявило	заявить	VERB	perf,tran,neut,sing,past,indc
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
в	в	PREP	
результате	результат	NOUN	inan,masc,sing,loct
планируемой	планировать	PRTF	impf,tran,pres,pssv,femn,sing,gent
планируемой	планировать	PRTF	impf,tran,pres,pssv,femn,sing,datv
планируемой	планировать	PRTF	impf,tran,pres,pssv,femn,sing,ablt
планируемой	планировать	PRTF	impf,tran,pres,pssv,femn,sing,loct
допэмиссии	допэмиссия	NOUN	inan,femn,sing,gent
допэмиссии	допэмиссия	NOUN	inan,femn,sing,datv
допэмиссии	допэмиссия	NOUN	inan,femn,sing,loct
допэмиссии	допэмиссия	NOUN	inan,femn,plur,nomn
допэмиссии	допэмиссия	NOUN	inan,femn,plur,accs
акций	акция	NOUN	inan,femn,plur,gent
``	``	UNKN	
сибура	сибур	NOUN	inan,masc,Sgtm,Orgn,sing,gent
''	''	PNCT	
был	быть	VERB	impf,intr,masc,sing,past,indc
размыт	размытый	ADJS	Qual,masc,sing
размыт	размыть	PRTS	perf,past,pssv,masc,sing
пакет	пакет	NOUN	inan,masc,sing,accs
пакет	пакет	NOUN	inan,masc,sing,nomn
акций	акция	NOUN	inan,femn,plur,gent
``	``	UNKN	
газпрома	газпром	NOUN	inan,masc,Orgn,sing,gent
''	''	PNCT	
.	.	PNCT	
женщина	женщина	NOUN	anim,femn,sing,nomn
необыкновенной	необыкновенный	ADJF	Qual,femn,sing,gent
необыкновенной	необыкновенный	ADJF	Qual,femn,sing,datv
необыкновенной	необыкновенный	ADJF	Qual,femn,sing,ablt
необыкновенной	необыкновенный	ADJF	Qual,femn,sing,loct
красоты	красота	NOUN	inan,femn,sing,gent
красоты	красота	NOUN	inan,femn,plur,nomn
красоты	красота	NOUN	inan,femn,plur,accs
,	,	PNCT	
талантливая	талантливый	ADJF	Qual,femn,sing,nomn
актриса	актриса	NOUN	anim,femn,sing,nomn
и	и	CONJ	
педагог	педагог	NOUN	anim,masc,sing,nomn
она	она	NPRO	femn,3per,Anph,sing,nomn
занимает	занимать	VERB	impf,tran,sing,3per,pres,indc
достойное	достойный	ADJF	Qual,neut,sing,nomn
достойное	достойный	ADJF	Qual,neut,sing,accs
место	место	NOUN	inan,neut,sing,accs
место	место	NOUN	inan,neut,sing,nomn
в	в	PREP	
прославленной	прославить	PRTF	perf,tran,past,pssv,Adjx,femn,sing,gent
прославленной	прославить	PRTF	perf,tran,past,pssv,Adjx,femn,sing,datv
прославленной	прославить	PRTF	perf,tran,past,pssv,Adjx,femn,sing,ablt
прославленной	прославить	PRTF	perf,tran,past,pssv,Adjx,femn,sing,loct
галерее	галерея	NOUN	inan,femn,sing,loct
галерее	галерея	NOUN	inan,femn,sing,datv
портретов	портрет	NOUN	inan,masc,plur,gent
,	,	PNCT	
где	где	ADVB	Ques
где	где	CONJ	
пляшет	плясать	VERB	impf,tran,sing,3per,pres,indc
сверкающая	сверкать	PRTF	impf,intr,pres,actv,femn,sing,nomn
сверкающая	сверкающий	ADJF	femn,sing,nomn
золушка	золушка	NOUN	anim,femn,sing,nomn
любови	любовь	NOUN	anim,femn,Name,plur,nomn
любови	любовь	NOUN	anim,femn,Name,sing,gent
любови	любовь	NOUN	anim,femn,Name,sing,datv
любови	любовь	NOUN	anim,femn,Name,sing,loct
орловой	орлов	NOUN	anim,femn,Sgtm,Surn,sing,gent
орловой	орлов	NOUN	anim,femn,Sgtm,Surn,sing,datv
орловой	орлов	NOUN	anim,femn,Sgtm,Surn,sing,ablt
орловой	орлов	NOUN	anim,femn,Sgtm,Surn,sing,loct
,	,	PNCT	
где	где	ADVB	Ques
где	где	CONJ	
поют	петь	VERB	impf,tran,plur,3per,pres,indc
наивные	наивный	ADJF	Qual,plur,nomn
наивные	наивный	ADJF	Qual,inan,plur,accs
марьяны	марьяна	NOUN	anim,femn,Name,sing,gent
марьяны	марьяна	NOUN	anim,femn,Name,plur,nomn
и	и	CONJ	
глаши	глаша	NOUN	anim,femn,Name,sing,gent
глаши	глаша	NOUN	anim,femn,Name,plur,nomn
марины	марина	NOUN	anim,femn,Name,sing,gent
марины	марин	NOUN	anim,masc,Name,plur,nomn
марины	марина	NOUN	anim,femn,Name,plur,nomn
ладыниной	ладынина	NOUN	anim,femn,Name,sing,ablt
ладыниной	ладынин	NOUN	anim,femn,Sgtm,Surn,sing,gent
ладыниной	ладынин	NOUN	anim,femn,Sgtm,Surn,sing,datv
ладыниной	ладынин	NOUN	anim,femn,Sgtm,Surn,sing,ablt
ладыниной	ладынин	NOUN	anim,femn,Sgtm,Surn,sing,loct
ладыниной	ладынин	ADJF	Poss,femn,sing,gent
ладыниной	ладынин	ADJF	Poss,femn,sing,datv
ладыниной	ладынин	ADJF	Poss,femn,sing,ablt
ладыниной	ладынин	ADJF	Poss,femn,sing,loct
,	,	PNCT	
где	где	ADVB	Ques
где	где	CONJ	
страдает	страдать	VERB	impf,intr,sing,3per,pres,indc
великая	великий	ADJF	femn,sing,nomn
вера	вера	NOUN	inan,femn,sing,nomn
вера	вера	NOUN	anim,femn,Name,sing,nomn
марецкая	марецкай	NOUN	anim,masc,Name,sing,gent
марецкая	марецкай	NOUN	anim,masc,Name,sing,accs
марецкая	марецкий	ADJF	femn,sing,nomn
марецкая	марецкий	NOUN	anim,femn,Sgtm,Surn,sing,nomn
.	.	PNCT	
между	между	PREP	
тем	тем	CONJ	
тем	тот	ADJF	Apro,Subx,Anph,neut,sing,ablt
тем	тот	ADJF	Apro,Subx,Anph,masc,sing,ablt
тем	тема	NOUN	inan,femn,plur,gent
тем	тот	ADJF	Apro,Subx,Anph,plur,datv
тём	тьма	NOUN	inan,femn,plur,gent
в	в	PREP	
этом	это	NPRO	neut,sing,loct
же	же	PRCL	
же	же	CONJ	
районе	район	NOUN	inan,masc,sing,loct
``	``	UNKN	
